,Registration_date,Longitude,Latitude,Annual_underground_extraction_m3,Entitlement,Permited_use,Municipality_name,Year
325,1996-06-28,-99.1006111111111,19.356083333333334,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
326,1996-06-28,-99.17838888888889,19.29352777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
327,1996-06-28,-99.19186111111111,19.344305555555554,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
328,1996-06-28,-99.09444444444443,19.478888888888886,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,GUSTAVO A. MADERO,1996
329,1996-06-28,-99.21083333333334,19.31738888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
330,1996-06-28,-99.09527777777777,19.473611111111108,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,GUSTAVO A. MADERO,1996
331,1996-06-28,-99.16055555555556,19.360555555555557,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
332,1996-06-28,-99.18347222222222,19.392666666666667,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
333,1996-06-28,-99.18375,19.372194444444446,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
334,1996-06-28,-99.16622222222223,19.343888888888888,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
335,1996-06-28,-99.20119444444445,19.447666666666667,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
336,1996-06-28,-99.10583333333332,19.34361111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
337,1996-06-28,-99.17625000000001,19.441055555555558,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
338,1996-06-28,-99.14277777777778,19.30666666666667,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
339,1996-06-28,-99.18466666666667,19.39713888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
340,1996-06-28,-99.18452777777779,19.387888888888888,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
341,1996-06-28,-99.13472222222222,19.394444444444446,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
342,1996-06-28,-99.19347222222223,19.416361111111108,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
343,1996-06-28,-99.12963888888888,19.29425,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
344,1996-06-28,-99.11680555555554,19.289444444444445,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
345,1996-06-28,-99.07855555555555,19.47438888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,GUSTAVO A. MADERO,1996
346,1996-06-28,-99.13775000000001,19.379805555555556,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
347,1996-06-28,-99.13472222222222,19.380583333333334,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
348,1996-06-28,-99.16927777777778,19.486444444444444,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
349,1996-06-28,-99.16972222222223,19.478805555555553,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
350,1996-06-28,-99.07969444444444,19.338083333333334,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
351,1996-06-28,-99.07461111111111,19.33886111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
352,1996-06-28,-99.16388888888889,19.39,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
353,1996-06-28,-99.16222222222223,19.47,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
354,1996-06-28,-99.03122222222223,19.384055555555555,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
355,1996-06-28,-99.03402777777778,19.364583333333336,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
356,1996-06-28,-99.023,19.380166666666668,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
357,1996-06-28,-99.04561111111111,19.372055555555555,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
358,1996-06-28,-99.02347222222222,19.375444444444444,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
359,1996-06-28,-99.02716666666666,19.37238888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
360,1996-06-28,-99.03113888888889,19.370083333333334,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
361,1996-06-28,-99.03516666666667,19.37302777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
362,1996-06-28,-99.03452777777778,19.37513888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
363,1996-06-28,-99.1066111111111,19.282638888888886,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
364,1996-06-28,-99.11583333333333,19.280833333333334,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
365,1996-06-28,-99.19550000000001,19.38775,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
366,1996-06-28,-99.20805555555556,19.50777777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
367,1996-06-28,-99.13472222222222,19.304444444444446,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
368,1996-06-28,-99.07466666666666,19.355,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
369,1996-06-28,-99.07227777777777,19.357666666666667,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
370,1996-06-28,-99.07108333333333,19.361222222222224,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
371,1996-06-28,-99.15166666666667,19.387305555555557,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
372,1996-06-28,-99.13080555555555,19.38611111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTACALCO,1996
373,1996-06-28,-99.17127777777779,19.34347222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
374,1996-06-28,-99.14586111111112,19.31972222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
375,1996-06-28,-99.17527777777778,19.455555555555556,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
376,1996-06-28,-99.17608333333334,19.295527777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
377,1996-06-28,-99.22027777777778,19.322777777777777,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,LA MAGDALENA CONTRERAS,1996
378,1996-06-28,-99.2115,19.449444444444445,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
379,1996-06-28,-99.20080555555556,19.488,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
380,1996-06-28,-99.11736111111111,19.37338888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
381,1996-06-28,-99.07063888888888,19.310222222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
382,1996-06-28,-99.15694444444445,19.450555555555553,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
383,1996-06-28,-99.19222222222223,19.505,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
384,1996-06-28,-99.20294444444444,19.5015,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
385,1996-06-28,-99.205,19.475166666666667,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
386,1996-06-28,-99.21527777777779,19.481944444444444,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
387,1996-06-28,-99.10499999999999,19.430555555555557,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,VENUSTIANO CARRANZA,1996
388,1996-06-28,-99.17708333333334,19.490861111111112,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
389,1996-06-28,-99.1825,19.29527777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
390,1996-06-28,-99.08138888888888,19.406666666666666,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTACALCO,1996
391,1996-06-28,-99.13616666666667,19.44938888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,CUAUHTÉMOC,1996
392,1996-06-28,-99.11605555555555,19.366666666666667,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
393,1996-06-28,-99.11866666666666,19.363555555555557,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
394,1996-06-28,-99.20416666666667,19.397777777777776,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
395,1996-06-28,-99.08055555555555,19.44527777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,VENUSTIANO CARRANZA,1996
396,1996-06-28,-99.23969444444444,19.34097222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
397,1996-06-28,-99.16141666666667,19.28488888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
398,1996-06-28,-99.15141666666668,19.47861111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
399,1996-06-28,-99.1241111111111,19.367805555555556,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
400,1996-06-28,-99.12641666666666,19.360916666666668,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
401,1996-06-28,-99.16975000000001,19.3515,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
402,1996-06-28,-99.17705555555555,19.403305555555555,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
403,1996-06-28,-99.12188888888888,19.358361111111112,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
404,1996-06-28,-99.02252777777778,19.365083333333335,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
405,1996-06-28,-99.12238888888888,19.38275,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTACALCO,1996
406,1996-06-28,-99.1866388888889,19.3065,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
407,1996-06-28,-99.18605555555555,19.30161111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
408,1996-06-28,-99.19241666666667,19.296722222222225,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
409,1996-06-28,-99.07527777777777,19.420555555555556,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,VENUSTIANO CARRANZA,1996
410,1996-06-28,-99.26419444444444,19.37627777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,CUAJIMALPA DE MORELOS,1996
411,1996-06-28,-99.14830555555557,19.313083333333335,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
412,1996-06-28,-99.06833333333333,19.415277777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTACALCO,1996
413,1996-06-28,-99.07888888888888,19.45583333333333,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,GUSTAVO A. MADERO,1996
414,1996-06-28,-99.09388888888888,19.379722222222224,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
415,1996-06-28,-99.15055555555556,19.295833333333334,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
416,1996-06-28,-99.03222222222222,19.334722222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
417,1996-06-28,-99.16630555555557,19.464972222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
418,1996-06-28,-99.19972222222222,19.484722222222224,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
419,1996-06-28,-99.11130555555555,19.408583333333333,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,VENUSTIANO CARRANZA,1996
420,1996-06-28,-99.16636111111112,19.285833333333336,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
421,1996-06-28,-99.14163888888889,19.36138888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
422,1996-06-28,-99.14250000000001,19.374583333333334,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
423,1996-06-28,-99.07527777777777,19.499166666666667,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,GUSTAVO A. MADERO,1996
424,1996-06-28,-99.14172222222223,19.352694444444445,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
425,1996-06-28,-99.15861111111111,19.410277777777775,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,CUAUHTÉMOC,1996
426,1996-06-28,-99.16611111111112,19.339499999999997,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
427,1996-06-28,-99.15472222222223,19.372444444444444,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
428,1996-06-28,-99.135,19.399444444444445,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
429,1996-06-28,-99.07344444444445,19.356361111111113,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
430,1996-06-28,-99.02944444444444,19.339194444444445,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
431,1996-06-28,-99.085,19.341305555555554,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
432,1996-06-28,-99.02186111111111,19.24886111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
433,1996-06-28,-99.01872222222222,19.247,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
434,1996-06-28,-99.01025,19.246333333333336,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
435,1996-06-28,-99.12544444444444,19.232,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
436,1996-06-28,-99.12947222222222,19.23761111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
437,1996-06-28,-99.06833333333333,19.25175,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
438,1996-06-28,-99.04369444444444,19.249555555555556,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
439,1996-06-28,-99.18083333333334,19.278055555555554,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
440,1996-06-28,-99.03816666666667,19.250888888888888,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
441,1996-06-28,-99.11861111111111,19.238472222222224,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
442,1996-06-28,-99.15205555555556,19.300527777777777,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
443,1996-06-28,-99.12355555555555,19.332305555555557,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
444,1996-06-28,-99.13908333333335,19.275416666666665,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
445,1996-06-28,-99.14452777777778,19.268916666666666,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
446,1996-06-28,-99.13044444444444,19.264416666666666,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
447,1996-06-28,-99.12025,19.24475,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
448,1996-06-28,-99.16066666666667,19.265027777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
449,1996-06-28,-99.23194444444445,19.28388888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
450,1996-06-28,-99.07177777777777,19.23963888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
451,1996-06-28,-99.20505555555556,19.50852777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
452,1996-06-28,-99.21013888888889,19.497333333333334,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
453,1996-06-28,-99.18294444444444,19.503555555555554,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
454,1996-06-28,-99.20755555555556,19.491777777777777,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
455,1996-06-28,-99.20119444444445,19.496194444444445,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
456,1996-06-28,-99.21686111111111,19.487055555555557,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
457,1996-06-28,-99.19005555555556,19.489611111111113,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
458,1996-06-28,-99.18333333333334,19.486944444444447,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
459,1996-06-28,-99.199,19.480388888888886,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
460,1996-06-28,-99.20958333333334,19.47647222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
461,1996-06-28,-99.18302777777778,19.462138888888887,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
462,1996-06-28,-99.0786111111111,19.452777777777776,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,GUSTAVO A. MADERO,1996
463,1996-06-28,-99.17330555555556,19.465055555555555,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
464,1996-06-28,-99.16355555555556,19.47825,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
465,1996-06-28,-99.15672222222223,19.473805555555554,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
466,1996-06-28,-99.07652777777777,19.291444444444448,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
467,1996-06-28,-99.06583333333333,19.36277777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
468,1996-06-28,-99.02527777777777,19.358055555555556,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
469,1996-06-28,-99.02336111111111,19.350527777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
470,1996-06-28,-99.14163888888889,19.317333333333334,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
471,1996-06-28,-99.06827777777778,19.24538888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
472,1996-06-28,-99.1926388888889,19.39022222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
473,1996-06-28,-99.20508333333333,19.299611111111112,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
474,1996-06-28,-99.01147222222222,19.241555555555557,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
475,1996-06-28,-99.27255555555556,19.363666666666667,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,CUAJIMALPA DE MORELOS,1996
476,1996-06-28,-99.12349999999999,19.34611111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
477,1996-06-28,-99.17277777777778,19.3105,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
478,1996-06-28,-99.15266666666668,19.33936111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
479,1996-06-28,-99.20744444444445,19.434305555555557,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
480,1996-06-28,-99.19402777777778,19.445166666666665,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
481,1996-06-28,-99.17369444444445,19.451888888888888,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
482,1996-06-28,-99.17472222222223,19.34875,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
